17963-primary-ovarian-insufficiency,amenorrhea,decreased sex drive,difficulty concentrating irritability,hot flashes,missed irregular periods,trouble getting pregnant vaginal dryness,uterus and/or ovaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21804-rathke-cleft-cyst,abnormal hormone levels,congenital condition,cyst,difficulty regulating body temperature,digestive problems constipation,drowsiness fatigue,extreme thirst constant urination,frequent headaches,hypotension,irregular absent menstruation,low blood pressure,low libido,nausea,obesity,personality behavior changes confusion,unusually dry skin,vision changes,vision problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622-allergic-rhinitis-hay-fever,coughing trouble breathing,eyes throat,fatigue malaise,fever,general feeling discomfort,hay fever,headaches,immune system,increased mucus nose throat,inflamed,inflammation nose throat,irritant air,itchy nose,mold spores,mucous membranes nose,mucus dripping throat,nasal stuffiness ( congestion ),pet dander ( tiny flakes dead skin,sinus pain dark circles eyes,sneezing runny nose,sore throat,tiny easily inhale nose mouth,wheezing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21458-perioral-dermatitis,altered cutaneous microflora,bacteria – follicular fusiform,candida albicans,chewing gum linked rash,conjunctivitis,dysfunction epidermal barrier,"genitals , scalp , ears , neck , extremities trunk",hormonal changes,inflamed bumps called papules,itching burning sensation,pink eye ),problems immune system,pustules ( white fluid-filled bumps,rash,red rash around mouth,scaly dry flaky,sometimes burns,stress,types dermatitis,vesicles ( clear fluid-filled bumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10918-bursitis,arthritis joint,bone spurs,chills,different leg lengths,fever,flare-up,infection,pain,pitcher throwing baseball,poor posture poorly positioned joint bone,redness,repetitive motions,sudden injury infection,swelling,warmth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9844-hirschsprung-disease,abdominal pain swelling,bloody,brown green vomit,change gene ( genetic mutation,constipation,dark green stool,diarrhea,lack appetite,large intestine reaching anus,nerve cells,poor weight gain,slow growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22075-desmoid-tumors,changes dna,connective tissue cell,familial adenomatous polyposis,genetic condition,linked colon cancer,loss function affected area,nausea,pain,previous injuries,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17694-cellulite,connective bands,features deep peaks valleys,hypodermis ( subcutaneous tissue ) deep muscle layers,lumpy dimpling skin,mild dimpling,parallel bands,puckering appearance skin,puckering better crisscross bands,raised depressed areas,skin moderate dimples,skin severe dimples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21710-lcl-tears,bruising,instability,jumping,pain,quick changes direction,sensation unstable feet,swelling,tenderness,unstable feeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13974-mononucleosis,adenovirus,cytomegalovirus,enlarged spleen liver,epstein-barr virus,extreme fatigue,fever,headaches,hepatitis,hepatitis b hepatitis c.,herpes simplex virus,human immunodeficiency virus,loss appetite,mild severe,muscle aches weakness,rash,rubella,sore throat,swollen lymph nodes neck,toxoplasmosis,viruses certain infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21560-acanthamoeba-keratitis,amoeba attaches cells outer surface cornea,anterior uveitis,blurred vision vision loss,cloudy dirty-looking cornea,eye infection,eye pain,eye redness,infection,infection destroys cells moves cornea,"inflammation sclera , white part eye",inflammation uvea,iris atrophy ( displaced pupil,mature cataracts,permanent vision loss total blindness,scleritis,secondary glaucoma ( optic nerve damage ),small corneal abrasions,watery eyes,whitish rings surface eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15315-compartment-syndrome,badly bruised muscle,bulging visible swelling muscle,casts large bandages tight worn,crush injury,examples injuries,fascia,fracture ( broken bone ),increasing muscle size,injury,muscle fuller,muscle pain,numbness,paresthesias,permanent damage area,pressure nerves muscles,serious injury,severe pain stretch muscle,something falls,sudden return blood flow,surgery loss consciousness,swelling bleeding,thin firm membrane,tightness muscle,tingling burning sensation skin,tissues die,types injuries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15554-ganglion-cysts,arthritis,arthritis hands,bubble blown joint,capsular ligamentous structures,continuous micro-injury,cyst,fluid-filled cysts,hyaluronic acid,increase swelling worsen discomfort,inflammation,joint injury,joint near cyst,lump,"lump bump wrist , finger foot",means mass,mesenchymal cells synovial capsular junction,mucin `` jelly-like '' material,muscle pain tingling sensation,people arthritis,pressure,previous injury,repetitive injury,something injures joint,stimulate fibroblasts,tendonitis overusing wrist,tissue leak bulge,translucent effect,usually mass effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21524-cholangiocarcinoma,abdominal pain,cancer,chronic ( long-term ) inflammation bile ducts,dark urine,fever,itchy skin,jaundice,lead dna changes,light-colored stool,nausea,persistent damage like inflammation,risk factors,unexplained weight loss,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22105-eczema-on-nipples,allergic reaction,anxiety depression trigger rash,burning sensitive skin,contagious,crust scab,dry skin,high-stress levels,inflamed skin around nipple,irritation,itchy,overactive immune system,painful,rash brown,red,red gray patches spots,scaly,scaly rash,scaly rash nipples areola,small bumps ooze fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21698-anovulation,adrenal gland issues,blood loss,body mass index,cervical mucus,damage hypothalamus,"damage illness kidneys , liver and/or thyroid",damage pituitary gland,enlarging maturing,follicle-stimulating hormone,general signs ovulation,gnrh triggers,hashimoto 's thyroiditis,high level androgens cause follicles,high levels androgens ( hyperandrogenism ),high levels prolactin ( hyperprolactinemia ),hormone imbalances conditions,hyperandrogenism,hyperprolactinemia,hypogonadotrophic hypogonadism ),hypothalamus ( part brain ),hypothyroidism,irregular basal body temperature,irregular periods,lack cervical mucus,lack periods ( amenorrhea ),level androgen hormones blood,low body weight,low level thyroxine blood increase amount prolactin pituitary gland,low levels gnrh,low levels thyroid hormones,luteinizing hormone,obesity,ovulation,pcos ),pituitary gland,pituitary gland dysfunction,pituitary gland release,prolactinoma,right ovulation,slight increase basal body temperature,small amount androgen hormones,ulcers elevated levels stomach acid,underactive thyroid ),usually vaginal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21173-metastatic-spinal-tumors,back neck pain,bladder bowel control problems,breaks bone spinal column,cold,deformed spine,difficulty balance walking,fracture ( bone break ),heat pain,instability spine,lymphomas,melanoma,numbness,pain cancer,paralysis,presses spinal cord,prostate,tingling,"weakness arms , legs chest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15461-sprains-of-the-ankle-knee-and-wrist,bruising,direct indirect injury ( trauma ) knocks joint position overstretches,examples injuries,instability,loss ability move use joint,pain,severity injury,swelling,underlying inflammation within joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071-barotrauma,air pressure difference,bruising,chewing gum blowing nose,ear pain,ears hurt,eustachian tube runs back middle ear back throat,feeling ear clogged,fluid oozing ear,inflamed,intense pressure ear,pressure damage eardrum,pressure middle ear,rupture,sign ruptured eardrum,significant change air pressure,unbalanced,yawning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123-sexual-dysfunction-in-females,anxiety,arthritis,blood flow parts,clitoris labia,condition,depression,diabetes,endometriosis,feeling genitals,gynecologic conditions,hormonal changes,hormone imbalances,intercourse uncomfortable,low estrogen levels,low self-esteem feelings hopelessness,menopause,ovarian cysts,pain sex,problems,sex painful,stress increase levels hormone cortisol,surgery pregnancy affect hormone levels,uterine fibroids vaginitis,vaginal atrophy,vaginal dryness,vaginal muscle spasms,vaginismus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22168-hepatoblastoma-liver-cancer,biliary atresia,certain childhood cancers,early exposure hepatitis b,familial adenomatous polyposis,genetic conditions,hemihyperplasia,hereditary conditions,low birth weight,painful lump,persistent nausea diarrhea,pre-cancerous polyps child ’ large intestine,premature,premature birth,seizures,virus attacks child ’ liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638-chronic-migraine,/vomiting,anxiety depression,dizziness,episodes,excessive caffeine intake,growing number migraine attacks,head pain,head throbbing pain,headache,headaches,increased number headaches control,moderate severe intensity,movement pain,number episodic headaches,number headaches,ongoing disrupted sleep pattern,pressure-like pain,severe emotional ( stressful life events,smells nausea,worsened physical activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576-acl-anterior-cruciate-ligament-tears,damage parts knee ligaments and/or cartilage ( gel-like connective tissue,discomfort walk,loss range motion knee,pain,swelling,tenderness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696-trichomoniasis,burning ejaculation,burning painful urination,ejaculation,genital itching irritation,genital touching,pain discomfort,signs infection,"thin ( sometimes foamy ) white , yellow greenish vaginal discharge bad odor",trichomonas vaginalis,vaginal-penile vaginal-vaginal intercourse,white discharge penis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086-vasculitis-in-children,abdominal pain,alteration consciousness,blood protein leakage kidney,blurred vision,bruise bowel,chronic ulcer,coughing blood kidneys,decrease amount urine,diarrhea,kidney failure,lead tissue damage subsequent scarring,paralysis,rash,seeing floaters,severe headache,shortness breath,vary transient minor decrease blood flow complete occlusion,well degree blood supply compromise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135-urinary-tract-infections,abnormal urine color,bacteria also travel ureters infect kidneys,bacterium,bladder infection ( cystitis ),chills,dysuria,e. coli,fatigue,fever,flank ( side body ),inflammation infection,mental changes confusion,microorganisms,pain lower back pain,pain sex,"pain side ( flank ) , abdomen pelvic area",penis pain,red irritated ( inflammation,strong foul-smelling urine,temperature degrees fahrenheit ),urethra bladder,usually bacteria — enter urethra bladder,uti,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21725-acyanotic-heart-disease,abnormal chromosomes,breathlessness,congenital heart defects,diabetes,dizziness,extreme tiredness,fainting,fatigue,heart failure heart longer pump blood around body,heart murmur,high blood pressure ( hypertension ),high blood pressure lungs,illnesses mother pregnancy,one defects,pulmonary hypertension,syncope,viral infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21522-cellulitis-from-a-bug-bite,area bacteria enter skin,bacteria,bite infection,blisters,body fight infections,breaks skin ( wound dry,cancer another illness,changes skin,chills,chronic edema ( swollen skin tissues,cracked skin,diabetes,excess weight,fatigue,fever,germs skin fingernails,helps fight infections,immune system,infection,itchy insect bite fingernails,nauseous,opening skin scratching,problems lymphatic system,red streaks shoot bite area,redness,scratch,strep staph,swelling,swelling blisters,swollen lymph nodes,tick bites,tiny opening insect bite let germs,warmth tenderness around bite area,weak immune system,"yellow , pus-like discharge bite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22118-appendix-cancer,abdominal pain,bloating,certain health conditions,fertility problems,fluid buildup abdomen ( ascites,increase chances cancers,increase waist size,nausea,pelvic pain,pernicious anemia atrophic gastritis,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581-basal-cell-carcinoma-bcc,bcc,crusty,"depression middle , bleed",eczema sores,lumps nodules,red patchy skin,scars itchy patches,shiny visible blood vessels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16988-eye-injuries,bleeding,blunt force falls,blurry double vision vision problems,bright red,bruising redness,floaters flashes,floating black spots flashes,injuries,pain swelling,red bruised,severe exertion coughing,sunken,trauma sharp objects,type injury,vision changes,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21680-buergers-disease,"ankle , foot leg pain",blood clots blood vessels,burning tingling feeling,cold numb feet hands,gangrene,hand foot pain,heart attack,muscle cramps,pain,problems blood vessels intestines,problems nervous system,raynaud ’ phenomenon,"red , blue pale fingers toes",severe pain legs arms,skin color texture change,skin ulcers,sores toes fingers,stroke,transient ischemic attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22143-ameloblastoma,deciduous teeth ) teeth ready fall,genetic change,hard move jaw,numb,pink red spots teeth,potential problems,problems teeth,red swollen,small balls jaw cheek,swelling upper lower jaw,teeth feel loose,tooth enamel,tooth resorption,tooth resorption re-absorption,toothache,viral infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15046-usher-syndrome,balance problems,cochlea spiral structure inner ear transmits sound,damage senses,first sign retinitis pigmentosa,gene mutation affects nerve cells,hearing loss,lead deafness blindness,moderate hearing loss,moderate hearing vision loss,peripheral ( side ) vision disappears,retina 's light-sensing rods cones,retina ( lens back eye ),retinitis pigmentosa,retinitis pigmentosa rp,rp,rp lead blindness,severe cases,severe hearing loss,vision loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17664-ingrown-toenails,bacteria,banging toe,congenital ( foot shape ),cut toenails short rounded,hard swollen,improperly fitting shoes,infected,liquid pus coming toe,nail grows skin,nail larger comparatively toe,pain,redness darkening area,swelling,tearing corner nail,toe trauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16312-bladder-stones-bladder-calculi,bleeding,body urine,burning urinating,cloudy dark urine,common feel pain,crystals clump,cystocele childbirth,dehydration,difficulty urinating,enlarged prostate,"frequent , painful urination",frequent need urinate,kidney stones,minerals build concentrated urine,nerve damage spinal cord injury,pain,pain penis testicles,patients trouble urinating,problems urinating,several conditions factors,severe pain,similar kidney stones,smelly urine,sometimes urine stream,stone,stroke,urinary tract infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15008-lipomas,familial adenomatous polyposis,fatty lumps rubbery tissue,pain discomfort,painful,uncomfortable press nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15627-premature-ejaculation,depression,low serotonin dopamine levels,nervousness,performance anxiety,physical chemical problems,relationship problems,stress,underlying erectile dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21985-algophobia-fear-of-pain,activities situations,avoidance lead disability,back pain arthritis,bodily sensations pain,burn bruise,cancer-related pain,chemical imbalances trigger problems,chemicals brain regulate fear anxiety,chills,chronic pain,common types chronic pain,cycle pain anxiety,dizziness,dyspepsia,dyspnea,excessive sweating ( hyperhidrosis ),fall break leg way mailbox,fear pain,headaches,healing rehabilitating,heart palpitations,hypervigilance,increased pain health problems,inflammatory pain,kinesophobia,lightheadedness,musculoskeletal pain,nausea,neurogenic pain,nociceptive pain,pain,pain related psychological factors,pain threat,perceive pain,potential pain scenario,psychogenic pain,react threat pain,shortness breath,stomach indigestion,sudden fear anxiety,threat pain,tissue injury sprain,trembling shaking,upset stomach indigestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9418-liver-cancer,bloating,cirrhosis,dark-colored urine,fatigue,hepatitis,loss appetite,lump rib cage pain right side abdomen,nausea,pain near right shoulder,unexplained weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14348-tay-sachs-disease,cherry-red spot eye,chronic hexosaminidase deficiency,death,dementia,hex deficiency,hexosaminidase deficiency,juvenile hexosaminidase deficiency,lack attentiveness,late-onset hexosaminidase deficiency,loss vision,low muscle tone,muscle weakness,myoclonic jerks,often trouble swallowing,people psychiatric problems,pneumonia,seizures,slow progressive muscle weakness wasting,sudden contractions large muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17874-granuloma-annulare,hepatitis c people,human immunodeficiency virus,itching mild pain,rash lump skin,skin injuries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407-addictions-an-overview,anxious,depressed,extreme stress trauma,physiological psychological withdrawals,ptsd depression,shaking,sweating,withdrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22003-peroneal-tendonitis,acute ankle injury,ankle pain along length tendon,ankle weakness instability,damaged weakened tendons also lead subluxation,dislocates tendons,intense pain,mass nodule moves tendon,pain,redness warmth around tendon,repetitive overuse tendons,ruptures subluxation,"sharp , snapping feeling tendons",sprain,swelling,tendon partially completely tears,tendon rupture,thickened tendons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14785-truncus-arteriosus,bluish grayish tint skin ( cyanosis,breathing problems,certain gene changes,congenital heart defects,developmental delays,diabetes,extreme sleepiness,heart defects,heart murmur,immune system problems,rapid breathing,rapid heart rate weak pulse,rubella ( german measles ) another virus,shortness breath,signs distress,sweating,type congenital heart defect,vsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
